"Titulo"|"Valor"|"Id"|"Fecha"|"Propiedad"|"Subconcepto"
"House Use                                      "|1|17|"2023-11-19"|"Sites BAQ"|"House Use                                      "
"01 011 Reservas de clientes que visitan la ciu "|1|15|"2023-11-20"|"Sites BAQ"|"Huespedes"
"01 012 Reservas de clientes que representan em "|4|15|"2023-11-20"|"Sites BAQ"|"Huespedes"
"02 024 Se refiere a reservas que vienen a la c "|13|15|"2023-11-20"|"Sites BAQ"|"Huespedes"
"01 011 Reservas de clientes que visitan la ciu "|4|15|"2023-11-21"|"Sites BAQ"|"Huespedes"
"01 012 Reservas de clientes que representan em "|10|15|"2023-11-21"|"Sites BAQ"|"Huespedes"
"02 024 Se refiere a reservas que vienen a la c "|18|15|"2023-11-21"|"Sites BAQ"|"Huespedes"
"01 011 Reservas de clientes que visitan la ciu "|10|15|"2023-11-22"|"Sites BAQ"|"Huespedes"
"01 012 Reservas de clientes que representan em "|13|15|"2023-11-22"|"Sites BAQ"|"Huespedes"
"01 016 Reservas de clientes que vienen a la ci "|2|15|"2023-11-22"|"Sites BAQ"|"Huespedes"
"02 021 Reservas de clientes que visitan la ciu "|1|15|"2023-11-22"|"Sites BAQ"|"Huespedes"
"02 024 Se refiere a reservas que vienen a la c "|18|15|"2023-11-22"|"Sites BAQ"|"Huespedes"
"01 011 Reservas de clientes que visitan la ciu "|2|15|"2023-11-23"|"Sites BAQ"|"Huespedes"
"01 012 Reservas de clientes que representan em "|65|15|"2023-11-23"|"Sites BAQ"|"Huespedes"
"02 024 Se refiere a reservas que vienen a la c "|21|15|"2023-11-23"|"Sites BAQ"|"Huespedes"
"01 011 Reservas de clientes que visitan la ciu "|2|15|"2023-11-24"|"Sites BAQ"|"Huespedes"
"01 012 Reservas de clientes que representan em "|74|15|"2023-11-24"|"Sites BAQ"|"Huespedes"
"02 024 Se refiere a reservas que vienen a la c "|29|15|"2023-11-24"|"Sites BAQ"|"Huespedes"
"01 011 Reservas de clientes que visitan la ciu "|2|15|"2023-11-25"|"Sites BAQ"|"Huespedes"
"01 012 Reservas de clientes que representan em "|72|15|"2023-11-25"|"Sites BAQ"|"Huespedes"
"02 024 Se refiere a reservas que vienen a la c "|31|15|"2023-11-25"|"Sites BAQ"|"Huespedes"
"Complimentary                                  "|2|18|"2023-11-25"|"Sites BAQ"|"Complimentary                                  "
"01 012 Reservas de clientes que representan em "|26|15|"2023-11-26"|"Sites BAQ"|"Huespedes"
"02 021 Reservas de clientes que visitan la ciu "|2|15|"2023-11-26"|"Sites BAQ"|"Huespedes"
"02 024 Se refiere a reservas que vienen a la c "|16|15|"2023-11-26"|"Sites BAQ"|"Huespedes"
"03 032 Reservas de clientes que vienen por neg "|1|15|"2023-11-26"|"Sites BAQ"|"Huespedes"
"Complimentary                                  "|3|18|"2023-11-26"|"Sites BAQ"|"Complimentary                                  "
"01 011 Reservas de clientes que visitan la ciu "|2|15|"2023-11-27"|"Sites BAQ"|"Huespedes"
"01 012 Reservas de clientes que representan em "|3|15|"2023-11-27"|"Sites BAQ"|"Huespedes"
"02 021 Reservas de clientes que visitan la ciu "|6|15|"2023-11-27"|"Sites BAQ"|"Huespedes"
"02 024 Se refiere a reservas que vienen a la c "|17|15|"2023-11-27"|"Sites BAQ"|"Huespedes"
"03 032 Reservas de clientes que vienen por neg "|4|15|"2023-11-27"|"Sites BAQ"|"Huespedes"
"01 011 Reservas de clientes que visitan la ciu "|1|15|"2023-11-28"|"Sites BAQ"|"Huespedes"
"01 012 Reservas de clientes que representan em "|7|15|"2023-11-28"|"Sites BAQ"|"Huespedes"
"02 021 Reservas de clientes que visitan la ciu "|1|15|"2023-11-28"|"Sites BAQ"|"Huespedes"
"02 024 Se refiere a reservas que vienen a la c "|14|15|"2023-11-28"|"Sites BAQ"|"Huespedes"
"03 032 Reservas de clientes que vienen por neg "|18|15|"2023-11-28"|"Sites BAQ"|"Huespedes"
"01 011 Reservas de clientes que visitan la ciu "|1|15|"2023-11-29"|"Sites BAQ"|"Huespedes"
"01 012 Reservas de clientes que representan em "|11|15|"2023-11-29"|"Sites BAQ"|"Huespedes"
"02 024 Se refiere a reservas que vienen a la c "|14|15|"2023-11-29"|"Sites BAQ"|"Huespedes"
"Complimentary                                  "|22|18|"2023-11-29"|"Sites BAQ"|"Complimentary                                  "
"01 012 Reservas de clientes que representan em "|15|15|"2023-11-30"|"Sites BAQ"|"Huespedes"
"02 021 Reservas de clientes que visitan la ciu "|2|15|"2023-11-30"|"Sites BAQ"|"Huespedes"
"02 024 Se refiere a reservas que vienen a la c "|9|15|"2023-11-30"|"Sites BAQ"|"Huespedes"
"Complimentary                                  "|22|18|"2023-11-30"|"Sites BAQ"|"Complimentary                                  "
"01 011 Reservas de clientes que visitan la ciu "|1|15|"2023-12-01"|"Sites BAQ"|"Huespedes"
"02 021 Reservas de clientes que visitan la ciu "|2|15|"2023-12-01"|"Sites BAQ"|"Huespedes"
"02 024 Se refiere a reservas que vienen a la c "|13|15|"2023-12-01"|"Sites BAQ"|"Huespedes"
"Complimentary                                  "|19|18|"2023-12-01"|"Sites BAQ"|"Complimentary                                  "
"01 011 Reservas de clientes que visitan la ciu "|3|15|"2023-12-02"|"Sites BAQ"|"Huespedes"
"01 016 Reservas de clientes que vienen a la ci "|1|15|"2023-12-02"|"Sites BAQ"|"Huespedes"
"02 024 Se refiere a reservas que vienen a la c "|17|15|"2023-12-02"|"Sites BAQ"|"Huespedes"
"Complimentary                                  "|5|18|"2023-12-02"|"Sites BAQ"|"Complimentary                                  "
"01 011 Reservas de clientes que visitan la ciu "|1|15|"2023-12-03"|"Sites BAQ"|"Huespedes"
"01 016 Reservas de clientes que vienen a la ci "|1|15|"2023-12-03"|"Sites BAQ"|"Huespedes"
"02 024 Se refiere a reservas que vienen a la c "|10|15|"2023-12-03"|"Sites BAQ"|"Huespedes"
"Complimentary                                  "|1|18|"2023-12-03"|"Sites BAQ"|"Complimentary                                  "
"01 011 Reservas de clientes que visitan la ciu "|2|15|"2023-12-04"|"Sites BAQ"|"Huespedes"
"01 012 Reservas de clientes que representan em "|8|15|"2023-12-04"|"Sites BAQ"|"Huespedes"
"02 024 Se refiere a reservas que vienen a la c "|19|15|"2023-12-04"|"Sites BAQ"|"Huespedes"
"01 011 Reservas de clientes que visitan la ciu "|4|15|"2023-12-05"|"Sites BAQ"|"Huespedes"
"01 012 Reservas de clientes que representan em "|4|15|"2023-12-05"|"Sites BAQ"|"Huespedes"
"02 024 Se refiere a reservas que vienen a la c "|20|15|"2023-12-05"|"Sites BAQ"|"Huespedes"
"01 011 Reservas de clientes que visitan la ciu "|3|15|"2023-12-06"|"Sites BAQ"|"Huespedes"
"01 012 Reservas de clientes que representan em "|2|15|"2023-12-06"|"Sites BAQ"|"Huespedes"
"02 024 Se refiere a reservas que vienen a la c "|15|15|"2023-12-06"|"Sites BAQ"|"Huespedes"
"02 021 Reservas de clientes que visitan la ciu "|4|15|"2023-12-07"|"Sites BAQ"|"Huespedes"
"02 024 Se refiere a reservas que vienen a la c "|25|15|"2023-12-07"|"Sites BAQ"|"Huespedes"
"01 011 Reservas de clientes que visitan la ciu "|3|15|"2023-12-08"|"Sites BAQ"|"Huespedes"
"02 021 Reservas de clientes que visitan la ciu "|3|15|"2023-12-08"|"Sites BAQ"|"Huespedes"
"02 024 Se refiere a reservas que vienen a la c "|23|15|"2023-12-08"|"Sites BAQ"|"Huespedes"
"Complimentary                                  "|6|18|"2023-12-08"|"Sites BAQ"|"Complimentary                                  "
"01 011 Reservas de clientes que visitan la ciu "|7|15|"2023-12-09"|"Sites BAQ"|"Huespedes"
"02 021 Reservas de clientes que visitan la ciu "|1|15|"2023-12-09"|"Sites BAQ"|"Huespedes"
"02 024 Se refiere a reservas que vienen a la c "|21|15|"2023-12-09"|"Sites BAQ"|"Huespedes"
"Complimentary                                  "|6|18|"2023-12-09"|"Sites BAQ"|"Complimentary                                  "
"01 011 Reservas de clientes que visitan la ciu "|6|15|"2023-12-10"|"Sites BAQ"|"Huespedes"
"02 024 Se refiere a reservas que vienen a la c "|15|15|"2023-12-10"|"Sites BAQ"|"Huespedes"
"01 011 Reservas de clientes que visitan la ciu "|6|15|"2023-12-11"|"Sites BAQ"|"Huespedes"
"01 012 Reservas de clientes que representan em "|4|15|"2023-12-11"|"Sites BAQ"|"Huespedes"
"02 024 Se refiere a reservas que vienen a la c "|13|15|"2023-12-11"|"Sites BAQ"|"Huespedes"
"House Use                                      "|1|17|"2023-12-11"|"Sites BAQ"|"House Use                                      "
"01 011 Reservas de clientes que visitan la ciu "|1|15|"2023-12-12"|"Sites BAQ"|"Huespedes"
"01 012 Reservas de clientes que representan em "|2|15|"2023-12-12"|"Sites BAQ"|"Huespedes"
"02 024 Se refiere a reservas que vienen a la c "|14|15|"2023-12-12"|"Sites BAQ"|"Huespedes"
"01 011 Reservas de clientes que visitan la ciu "|2|15|"2023-12-13"|"Sites BAQ"|"Huespedes"
"01 012 Reservas de clientes que representan em "|1|15|"2023-12-13"|"Sites BAQ"|"Huespedes"
"01 016 Reservas de clientes que vienen a la ci "|1|15|"2023-12-13"|"Sites BAQ"|"Huespedes"
"02 021 Reservas de clientes que visitan la ciu "|6|15|"2023-12-13"|"Sites BAQ"|"Huespedes"
"02 024 Se refiere a reservas que vienen a la c "|14|15|"2023-12-13"|"Sites BAQ"|"Huespedes"
"01 011 Reservas de clientes que visitan la ciu "|2|15|"2023-12-14"|"Sites BAQ"|"Huespedes"
"02 021 Reservas de clientes que visitan la ciu "|6|15|"2023-12-14"|"Sites BAQ"|"Huespedes"
"02 024 Se refiere a reservas que vienen a la c "|21|15|"2023-12-14"|"Sites BAQ"|"Huespedes"
"01 011 Reservas de clientes que visitan la ciu "|7|15|"2023-12-15"|"Sites BAQ"|"Huespedes"
"01 012 Reservas de clientes que representan em "|2|15|"2023-12-15"|"Sites BAQ"|"Huespedes"
"02 021 Reservas de clientes que visitan la ciu "|9|15|"2023-12-15"|"Sites BAQ"|"Huespedes"
"02 024 Se refiere a reservas que vienen a la c "|24|15|"2023-12-15"|"Sites BAQ"|"Huespedes"
"01 011 Reservas de clientes que visitan la ciu "|11|15|"2023-12-16"|"Sites BAQ"|"Huespedes"
"01 012 Reservas de clientes que representan em "|32|15|"2023-12-16"|"Sites BAQ"|"Huespedes"
"02 021 Reservas de clientes que visitan la ciu "|6|15|"2023-12-16"|"Sites BAQ"|"Huespedes"
"02 024 Se refiere a reservas que vienen a la c "|19|15|"2023-12-16"|"Sites BAQ"|"Huespedes"
"Complimentary                                  "|1|18|"2023-12-16"|"Sites BAQ"|"Complimentary                                  "
"01 011 Reservas de clientes que visitan la ciu "|6|15|"2023-12-17"|"Sites BAQ"|"Huespedes"
"01 012 Reservas de clientes que representan em "|36|15|"2023-12-17"|"Sites BAQ"|"Huespedes"
"02 021 Reservas de clientes que visitan la ciu "|1|15|"2023-12-17"|"Sites BAQ"|"Huespedes"
"02 024 Se refiere a reservas que vienen a la c "|14|15|"2023-12-17"|"Sites BAQ"|"Huespedes"
"01 011 Reservas de clientes que visitan la ciu "|4|15|"2023-12-18"|"Sites BAQ"|"Huespedes"
"01 012 Reservas de clientes que representan em "|38|15|"2023-12-18"|"Sites BAQ"|"Huespedes"
"02 021 Reservas de clientes que visitan la ciu "|1|15|"2023-12-18"|"Sites BAQ"|"Huespedes"
"02 024 Se refiere a reservas que vienen a la c "|16|15|"2023-12-18"|"Sites BAQ"|"Huespedes"
"01 011 Reservas de clientes que visitan la ciu "|1|15|"2023-12-19"|"Sites BAQ"|"Huespedes"
"01 012 Reservas de clientes que representan em "|8|15|"2023-12-19"|"Sites BAQ"|"Huespedes"
"02 021 Reservas de clientes que visitan la ciu "|1|15|"2023-12-19"|"Sites BAQ"|"Huespedes"
"02 024 Se refiere a reservas que vienen a la c "|10|15|"2023-12-19"|"Sites BAQ"|"Huespedes"
"01 011 Reservas de clientes que visitan la ciu "|2|15|"2023-12-20"|"Sites BAQ"|"Huespedes"
"01 012 Reservas de clientes que representan em "|5|15|"2023-12-20"|"Sites BAQ"|"Huespedes"
"02 021 Reservas de clientes que visitan la ciu "|1|15|"2023-12-20"|"Sites BAQ"|"Huespedes"
"02 022 Reservas de clientes que vienen por oci "|1|15|"2023-12-20"|"Sites BAQ"|"Huespedes"
"02 024 Se refiere a reservas que vienen a la c "|24|15|"2023-12-20"|"Sites BAQ"|"Huespedes"
"01 011 Reservas de clientes que visitan la ciu "|1|15|"2023-12-21"|"Sites BAQ"|"Huespedes"
"01 012 Reservas de clientes que representan em "|5|15|"2023-12-21"|"Sites BAQ"|"Huespedes"
"02 021 Reservas de clientes que visitan la ciu "|2|15|"2023-12-21"|"Sites BAQ"|"Huespedes"
"02 024 Se refiere a reservas que vienen a la c "|25|15|"2023-12-21"|"Sites BAQ"|"Huespedes"
"Complimentary                                  "|1|18|"2023-12-21"|"Sites BAQ"|"Complimentary                                  "
"01 011 Reservas de clientes que visitan la ciu "|1|15|"2023-12-22"|"Sites BAQ"|"Huespedes"
"02 024 Se refiere a reservas que vienen a la c "|26|15|"2023-12-22"|"Sites BAQ"|"Huespedes"
"01 011 Reservas de clientes que visitan la ciu "|3|15|"2023-12-23"|"Sites BAQ"|"Huespedes"
"02 024 Se refiere a reservas que vienen a la c "|19|15|"2023-12-23"|"Sites BAQ"|"Huespedes"
"02 024 Se refiere a reservas que vienen a la c "|18|15|"2023-12-24"|"Sites BAQ"|"Huespedes"
"02 024 Se refiere a reservas que vienen a la c "|40|15|"2023-12-25"|"Sites BAQ"|"Huespedes"
"02 024 Se refiere a reservas que vienen a la c "|25|15|"2023-12-26"|"Sites BAQ"|"Huespedes"
"02 024 Se refiere a reservas que vienen a la c "|30|15|"2023-12-27"|"Sites BAQ"|"Huespedes"
"01 011 Reservas de clientes que visitan la ciu "|3|15|"2023-12-28"|"Sites BAQ"|"Huespedes"
"01 012 Reservas de clientes que representan em "|1|15|"2023-12-28"|"Sites BAQ"|"Huespedes"
"02 021 Reservas de clientes que visitan la ciu "|1|15|"2023-12-28"|"Sites BAQ"|"Huespedes"
"02 024 Se refiere a reservas que vienen a la c "|19|15|"2023-12-28"|"Sites BAQ"|"Huespedes"
"02 021 Reservas de clientes que visitan la ciu "|4|15|"2023-12-29"|"Sites BAQ"|"Huespedes"
"02 024 Se refiere a reservas que vienen a la c "|28|15|"2023-12-29"|"Sites BAQ"|"Huespedes"
"02 024 Se refiere a reservas que vienen a la c "|42|15|"2023-12-30"|"Sites BAQ"|"Huespedes"
"House Use                                      "|2|17|"2023-12-30"|"Sites BAQ"|"House Use                                      "
"01 011 Reservas de clientes que visitan la ciu "|3|15|"2023-12-31"|"Sites BAQ"|"Huespedes"
"02 024 Se refiere a reservas que vienen a la c "|47|15|"2023-12-31"|"Sites BAQ"|"Huespedes"
"House Use                                      "|2|17|"2023-12-31"|"Sites BAQ"|"House Use                                      "
"01 011 Reservas de clientes que visitan la ciu "|5|15|"2024-01-01"|"Sites BAQ"|"Huespedes"
"02 024 Se refiere a reservas que vienen a la c "|36|15|"2024-01-01"|"Sites BAQ"|"Huespedes"
"House Use                                      "|2|17|"2024-01-01"|"Sites BAQ"|"House Use                                      "
"01 012 Reservas de clientes que representan em "|1|15|"2024-01-02"|"Sites BAQ"|"Huespedes"
"02 021 Reservas de clientes que visitan la ciu "|1|15|"2024-01-02"|"Sites BAQ"|"Huespedes"
"02 024 Se refiere a reservas que vienen a la c "|40|15|"2024-01-02"|"Sites BAQ"|"Huespedes"
"Complimentary                                  "|3|18|"2024-01-02"|"Sites BAQ"|"Complimentary                                  "
"01 011 Reservas de clientes que visitan la ciu "|1|15|"2024-01-03"|"Sites BAQ"|"Huespedes"
"01 012 Reservas de clientes que representan em "|1|15|"2024-01-03"|"Sites BAQ"|"Huespedes"
"02 021 Reservas de clientes que visitan la ciu "|1|15|"2024-01-03"|"Sites BAQ"|"Huespedes"
"02 024 Se refiere a reservas que vienen a la c "|50|15|"2024-01-03"|"Sites BAQ"|"Huespedes"
"Complimentary                                  "|3|18|"2024-01-03"|"Sites BAQ"|"Complimentary                                  "
"01 011 Reservas de clientes que visitan la ciu "|2|15|"2024-01-04"|"Sites BAQ"|"Huespedes"
"02 021 Reservas de clientes que visitan la ciu "|3|15|"2024-01-04"|"Sites BAQ"|"Huespedes"
"02 024 Se refiere a reservas que vienen a la c "|59|15|"2024-01-04"|"Sites BAQ"|"Huespedes"
"01 011 Reservas de clientes que visitan la ciu "|3|15|"2024-01-05"|"Sites BAQ"|"Huespedes"
"02 021 Reservas de clientes que visitan la ciu "|4|15|"2024-01-05"|"Sites BAQ"|"Huespedes"
"02 024 Se refiere a reservas que vienen a la c "|67|15|"2024-01-05"|"Sites BAQ"|"Huespedes"
"01 011 Reservas de clientes que visitan la ciu "|7|15|"2024-01-06"|"Sites BAQ"|"Huespedes"
"02 021 Reservas de clientes que visitan la ciu "|10|15|"2024-01-06"|"Sites BAQ"|"Huespedes"
"02 024 Se refiere a reservas que vienen a la c "|60|15|"2024-01-06"|"Sites BAQ"|"Huespedes"
"01 011 Reservas de clientes que visitan la ciu "|2|15|"2024-01-07"|"Sites BAQ"|"Huespedes"
"02 021 Reservas de clientes que visitan la ciu "|9|15|"2024-01-07"|"Sites BAQ"|"Huespedes"
"02 024 Se refiere a reservas que vienen a la c "|54|15|"2024-01-07"|"Sites BAQ"|"Huespedes"
"01 011 Reservas de clientes que visitan la ciu "|1|15|"2024-01-08"|"Sites BAQ"|"Huespedes"
"01 012 Reservas de clientes que representan em "|1|15|"2024-01-08"|"Sites BAQ"|"Huespedes"
"02 024 Se refiere a reservas que vienen a la c "|30|15|"2024-01-08"|"Sites BAQ"|"Huespedes"
"01 011 Reservas de clientes que visitan la ciu "|2|15|"2024-01-09"|"Sites BAQ"|"Huespedes"
"01 012 Reservas de clientes que representan em "|2|15|"2024-01-09"|"Sites BAQ"|"Huespedes"
"02 021 Reservas de clientes que visitan la ciu "|1|15|"2024-01-09"|"Sites BAQ"|"Huespedes"
"02 024 Se refiere a reservas que vienen a la c "|12|15|"2024-01-09"|"Sites BAQ"|"Huespedes"
"01 012 Reservas de clientes que representan em "|2|15|"2024-01-10"|"Sites BAQ"|"Huespedes"
"02 021 Reservas de clientes que visitan la ciu "|5|15|"2024-01-10"|"Sites BAQ"|"Huespedes"
"02 024 Se refiere a reservas que vienen a la c "|17|15|"2024-01-10"|"Sites BAQ"|"Huespedes"
"01 011 Reservas de clientes que visitan la ciu "|5|15|"2024-01-11"|"Sites BAQ"|"Huespedes"
"01 016 Reservas de clientes que vienen a la ci "|1|15|"2024-01-11"|"Sites BAQ"|"Huespedes"
"02 021 Reservas de clientes que visitan la ciu "|9|15|"2024-01-11"|"Sites BAQ"|"Huespedes"
"02 024 Se refiere a reservas que vienen a la c "|25|15|"2024-01-11"|"Sites BAQ"|"Huespedes"
"01 011 Reservas de clientes que visitan la ciu "|3|15|"2024-01-12"|"Sites BAQ"|"Huespedes"
"01 016 Reservas de clientes que vienen a la ci "|1|15|"2024-01-12"|"Sites BAQ"|"Huespedes"
"02 021 Reservas de clientes que visitan la ciu "|5|15|"2024-01-12"|"Sites BAQ"|"Huespedes"
"02 024 Se refiere a reservas que vienen a la c "|30|15|"2024-01-12"|"Sites BAQ"|"Huespedes"
"01 011 Reservas de clientes que visitan la ciu "|3|15|"2024-01-13"|"Sites BAQ"|"Huespedes"
"01 012 Reservas de clientes que representan em "|2|15|"2024-01-13"|"Sites BAQ"|"Huespedes"
"02 021 Reservas de clientes que visitan la ciu "|6|15|"2024-01-13"|"Sites BAQ"|"Huespedes"
"02 024 Se refiere a reservas que vienen a la c "|30|15|"2024-01-13"|"Sites BAQ"|"Huespedes"
"01 011 Reservas de clientes que visitan la ciu "|3|15|"2024-01-14"|"Sites BAQ"|"Huespedes"
"02 021 Reservas de clientes que visitan la ciu "|2|15|"2024-01-14"|"Sites BAQ"|"Huespedes"
"02 024 Se refiere a reservas que vienen a la c "|14|15|"2024-01-14"|"Sites BAQ"|"Huespedes"
"01 012 Reservas de clientes que representan em "|9|15|"2024-01-15"|"Sites BAQ"|"Huespedes"
"02 021 Reservas de clientes que visitan la ciu "|2|15|"2024-01-15"|"Sites BAQ"|"Huespedes"
"02 024 Se refiere a reservas que vienen a la c "|15|15|"2024-01-15"|"Sites BAQ"|"Huespedes"
"01 011 Reservas de clientes que visitan la ciu "|2|15|"2024-01-16"|"Sites BAQ"|"Huespedes"
"01 012 Reservas de clientes que representan em "|7|15|"2024-01-16"|"Sites BAQ"|"Huespedes"
"02 021 Reservas de clientes que visitan la ciu "|2|15|"2024-01-16"|"Sites BAQ"|"Huespedes"
"02 024 Se refiere a reservas que vienen a la c "|17|15|"2024-01-16"|"Sites BAQ"|"Huespedes"
"01 011 Reservas de clientes que visitan la ciu "|3|15|"2024-01-17"|"Sites BAQ"|"Huespedes"
"01 012 Reservas de clientes que representan em "|6|15|"2024-01-17"|"Sites BAQ"|"Huespedes"
"02 024 Se refiere a reservas que vienen a la c "|13|15|"2024-01-17"|"Sites BAQ"|"Huespedes"
"01 011 Reservas de clientes que visitan la ciu "|2|15|"2024-01-18"|"Sites BAQ"|"Huespedes"
"01 012 Reservas de clientes que representan em "|1|15|"2024-01-18"|"Sites BAQ"|"Huespedes"
"02 024 Se refiere a reservas que vienen a la c "|17|15|"2024-01-18"|"Sites BAQ"|"Huespedes"
"01 011 Reservas de clientes que visitan la ciu "|2|15|"2024-01-19"|"Sites BAQ"|"Huespedes"
"02 024 Se refiere a reservas que vienen a la c "|16|15|"2024-01-19"|"Sites BAQ"|"Huespedes"
"02 024 Se refiere a reservas que vienen a la c "|21|15|"2024-01-20"|"Sites BAQ"|"Huespedes"
"02 024 Se refiere a reservas que vienen a la c "|12|15|"2024-01-21"|"Sites BAQ"|"Huespedes"
"01 011 Reservas de clientes que visitan la ciu "|9|15|"2024-01-22"|"Sites BAQ"|"Huespedes"
"01 012 Reservas de clientes que representan em "|17|15|"2024-01-22"|"Sites BAQ"|"Huespedes"
"02 021 Reservas de clientes que visitan la ciu "|2|15|"2024-01-22"|"Sites BAQ"|"Huespedes"
"02 024 Se refiere a reservas que vienen a la c "|5|15|"2024-01-22"|"Sites BAQ"|"Huespedes"
"01 011 Reservas de clientes que visitan la ciu "|6|15|"2024-01-23"|"Sites BAQ"|"Huespedes"
"01 012 Reservas de clientes que representan em "|22|15|"2024-01-23"|"Sites BAQ"|"Huespedes"
"02 021 Reservas de clientes que visitan la ciu "|2|15|"2024-01-23"|"Sites BAQ"|"Huespedes"
"02 024 Se refiere a reservas que vienen a la c "|4|15|"2024-01-23"|"Sites BAQ"|"Huespedes"
"01 011 Reservas de clientes que visitan la ciu "|5|15|"2024-01-24"|"Sites BAQ"|"Huespedes"
"01 012 Reservas de clientes que representan em "|5|15|"2024-01-24"|"Sites BAQ"|"Huespedes"
"01 016 Reservas de clientes que vienen a la ci "|1|15|"2024-01-24"|"Sites BAQ"|"Huespedes"
"02 021 Reservas de clientes que visitan la ciu "|1|15|"2024-01-24"|"Sites BAQ"|"Huespedes"
"02 024 Se refiere a reservas que vienen a la c "|7|15|"2024-01-24"|"Sites BAQ"|"Huespedes"
"01 012 Reservas de clientes que representan em "|6|15|"2024-01-25"|"Sites BAQ"|"Huespedes"
"02 024 Se refiere a reservas que vienen a la c "|20|15|"2024-01-25"|"Sites BAQ"|"Huespedes"
"01 011 Reservas de clientes que visitan la ciu "|1|15|"2024-01-26"|"Sites BAQ"|"Huespedes"
"01 012 Reservas de clientes que representan em "|3|15|"2024-01-26"|"Sites BAQ"|"Huespedes"
"02 021 Reservas de clientes que visitan la ciu "|4|15|"2024-01-26"|"Sites BAQ"|"Huespedes"
"02 024 Se refiere a reservas que vienen a la c "|26|15|"2024-01-26"|"Sites BAQ"|"Huespedes"
"01 011 Reservas de clientes que visitan la ciu "|2|15|"2024-01-27"|"Sites BAQ"|"Huespedes"
"01 012 Reservas de clientes que representan em "|3|15|"2024-01-27"|"Sites BAQ"|"Huespedes"
"02 021 Reservas de clientes que visitan la ciu "|8|15|"2024-01-27"|"Sites BAQ"|"Huespedes"
"02 024 Se refiere a reservas que vienen a la c "|32|15|"2024-01-27"|"Sites BAQ"|"Huespedes"
"Complimentary                                  "|2|18|"2024-01-27"|"Sites BAQ"|"Complimentary                                  "
"01 011 Reservas de clientes que visitan la ciu "|2|15|"2024-01-28"|"Sites BAQ"|"Huespedes"
"02 021 Reservas de clientes que visitan la ciu "|2|15|"2024-01-28"|"Sites BAQ"|"Huespedes"
"02 024 Se refiere a reservas que vienen a la c "|12|15|"2024-01-28"|"Sites BAQ"|"Huespedes"
"01 012 Reservas de clientes que representan em "|8|15|"2024-01-29"|"Sites BAQ"|"Huespedes"
"02 024 Se refiere a reservas que vienen a la c "|11|15|"2024-01-29"|"Sites BAQ"|"Huespedes"
"House Use                                      "|1|17|"2024-01-29"|"Sites BAQ"|"House Use                                      "
"01 011 Reservas de clientes que visitan la ciu "|1|15|"2024-01-30"|"Sites BAQ"|"Huespedes"
"01 012 Reservas de clientes que representan em "|15|15|"2024-01-30"|"Sites BAQ"|"Huespedes"
"02 021 Reservas de clientes que visitan la ciu "|1|15|"2024-01-30"|"Sites BAQ"|"Huespedes"
"02 024 Se refiere a reservas que vienen a la c "|9|15|"2024-01-30"|"Sites BAQ"|"Huespedes"
"03 032 Reservas de clientes que vienen por neg "|1|15|"2024-01-30"|"Sites BAQ"|"Huespedes"
"House Use                                      "|1|17|"2024-01-30"|"Sites BAQ"|"House Use                                      "
"01 011 Reservas de clientes que visitan la ciu "|6|15|"2024-01-31"|"Sites BAQ"|"Huespedes"
"01 012 Reservas de clientes que representan em "|18|15|"2024-01-31"|"Sites BAQ"|"Huespedes"
"02 021 Reservas de clientes que visitan la ciu "|1|15|"2024-01-31"|"Sites BAQ"|"Huespedes"
"02 024 Se refiere a reservas que vienen a la c "|12|15|"2024-01-31"|"Sites BAQ"|"Huespedes"
"03 032 Reservas de clientes que vienen por neg "|1|15|"2024-01-31"|"Sites BAQ"|"Huespedes"
"01 011 Reservas de clientes que visitan la ciu "|3|15|"2024-02-01"|"Sites BAQ"|"Huespedes"
"01 012 Reservas de clientes que representan em "|7|15|"2024-02-01"|"Sites BAQ"|"Huespedes"
"02 021 Reservas de clientes que visitan la ciu "|1|15|"2024-02-01"|"Sites BAQ"|"Huespedes"
"02 024 Se refiere a reservas que vienen a la c "|13|15|"2024-02-01"|"Sites BAQ"|"Huespedes"
"03 032 Reservas de clientes que vienen por neg "|1|15|"2024-02-01"|"Sites BAQ"|"Huespedes"
"01 011 Reservas de clientes que visitan la ciu "|4|15|"2024-02-02"|"Sites BAQ"|"Huespedes"
"01 012 Reservas de clientes que representan em "|3|15|"2024-02-02"|"Sites BAQ"|"Huespedes"
"02 021 Reservas de clientes que visitan la ciu "|1|15|"2024-02-02"|"Sites BAQ"|"Huespedes"
"02 024 Se refiere a reservas que vienen a la c "|13|15|"2024-02-02"|"Sites BAQ"|"Huespedes"
"Complimentary                                  "|1|18|"2024-02-02"|"Sites BAQ"|"Complimentary                                  "
"01 011 Reservas de clientes que visitan la ciu "|1|15|"2024-02-03"|"Sites BAQ"|"Huespedes"
"01 012 Reservas de clientes que representan em "|2|15|"2024-02-03"|"Sites BAQ"|"Huespedes"
"02 021 Reservas de clientes que visitan la ciu "|1|15|"2024-02-03"|"Sites BAQ"|"Huespedes"
"02 024 Se refiere a reservas que vienen a la c "|25|15|"2024-02-03"|"Sites BAQ"|"Huespedes"
"Complimentary                                  "|1|18|"2024-02-03"|"Sites BAQ"|"Complimentary                                  "
"01 011 Reservas de clientes que visitan la ciu "|1|15|"2024-02-04"|"Sites BAQ"|"Huespedes"
